sensorID,sensorName,roomID,roomName,temperature,temperatureunit,illuminance,illuminanceunit,humidty,humidityunit,voltage,current,powerfactor,frequency,timestamp
3,Living Room MAIN,2,Living Room,,,,,,,169.954123,2.717889357,0.543577871,50,2016-09-26T00:10:00Z
3,Living Room MAIN,2,Living Room,,,,,,,173.2842772,2.728754047,0.545750809,50,2016-09-26T00:10:30Z
3,Living Room MAIN,2,Living Room,,,,,,,171.6142927,2.739614381,0.547922876,50,2016-09-26T00:11:00Z
3,Living Room MAIN,2,Living Room,,,,,,,171.9441632,2.750470154,0.550094031,50,2016-09-26T00:11:30Z
3,Living Room MAIN,2,Living Room,,,,,,,171.2738825,2.761321158,0.552264232,50,2016-09-26T00:12:00Z
3,Living Room MAIN,2,Living Room,,,,,,,173.6034442,2.772167187,0.554433437,50,2016-09-26T00:12:30Z
3,Living Room MAIN,2,Living Room,,,,,,,170.9328422,2.783008034,0.556601607,50,2016-09-26T00:13:00Z
3,Living Room MAIN,2,Living Room,,,,,,,174.2620701,2.793843494,0.558768699,50,2016-09-26T00:13:30Z
3,Living Room MAIN,2,Living Room,,,,,,,171.5911217,2.804673359,0.560934672,50,2016-09-26T00:14:00Z
3,Living Room MAIN,2,Living Room,,,,,,,176.9199906,2.815497423,0.563099485,50,2016-09-26T00:14:30Z
3,Living Room MAIN,2,Living Room,,,,,,,177.2486707,2.826315481,0.565263096,50,2016-09-26T00:15:00Z
3,Living Room MAIN,2,Living Room,,,,,,,177.5771557,2.837127326,0.567425465,50,2016-09-26T00:15:30Z
3,Living Room MAIN,2,Living Room,,,,,,,173.9054393,2.847932752,0.56958655,50,2016-09-26T00:16:00Z
3,Living Room MAIN,2,Living Room,,,,,,,173.2335152,2.858731555,0.571746311,50,2016-09-26T00:16:30Z
3,Living Room MAIN,2,Living Room,,,,,,,175.5613774,2.869523528,0.573904706,50,2016-09-26T00:17:00Z
3,Living Room MAIN,2,Living Room,,,,,,,177.8890193,2.880308465,0.576061693,50,2016-09-26T00:17:30Z
3,Living Room MAIN,2,Living Room,,,,,,,179.216435,2.891086163,0.578217233,50,2016-09-26T00:18:00Z
3,Living Room MAIN,2,Living Room,,,,,,,176.543618,2.901856414,0.580371283,50,2016-09-26T00:18:30Z
3,Living Room MAIN,2,Living Room,,,,,,,175.8705623,2.912619015,0.582523803,50,2016-09-26T00:19:00Z
3,Living Room MAIN,2,Living Room,,,,,,,176.1972615,2.92337376,0.584674752,50,2016-09-26T00:19:30Z
3,Living Room MAIN,2,Living Room,,,,,,,179.5237095,2.934120444,0.586824089,50,2016-09-26T00:20:00Z
3,Living Room MAIN,2,Living Room,,,,,,,176.8498999,2.944858864,0.588971773,50,2016-09-26T00:20:30Z
3,Living Room MAIN,2,Living Room,,,,,,,178.1758267,2.955588814,0.591117763,50,2016-09-26T00:21:00Z
3,Living Room MAIN,2,Living Room,,,,,,,177.5014836,2.96631009,0.593262018,50,2016-09-26T00:21:30Z
3,Living Room MAIN,2,Living Room,,,,,,,176.8268645,2.977022488,0.595404498,50,2016-09-26T00:22:00Z
3,Living Room MAIN,2,Living Room,,,,,,,177.151963,2.987725805,0.597545161,50,2016-09-26T00:22:30Z
3,Living Room MAIN,2,Living Room,,,,,,,180.4767731,2.998419836,0.599683967,50,2016-09-26T00:23:00Z
3,Living Room MAIN,2,Living Room,,,,,,,180.8012885,3.009104378,0.601820876,50,2016-09-26T00:23:30Z
3,Living Room MAIN,2,Living Room,,,,,,,178.1255031,3.019779227,0.603955845,50,2016-09-26T00:24:00Z
3,Living Room MAIN,2,Living Room,,,,,,,183.4494107,3.03044418,0.606088836,50,2016-09-26T00:24:30Z
3,Living Room MAIN,2,Living Room,,,,,,,183.7730051,3.041099035,0.608219807,50,2016-09-26T00:25:00Z
3,Living Room MAIN,2,Living Room,,,,,,,179.0962801,3.051743588,0.610348718,50,2016-09-26T00:25:30Z
3,Living Room MAIN,2,Living Room,,,,,,,181.4192297,3.062377636,0.612475527,50,2016-09-26T00:26:00Z
3,Living Room MAIN,2,Living Room,,,,,,,179.7418477,3.073000977,0.614600195,50,2016-09-26T00:26:30Z
3,Living Room MAIN,2,Living Room,,,,,,,184.0641278,3.08361341,0.616722682,50,2016-09-26T00:27:00Z
3,Living Room MAIN,2,Living Room,,,,,,,185.3860641,3.094214731,0.618842946,50,2016-09-26T00:27:30Z
3,Living Room MAIN,2,Living Room,,,,,,,184.7076503,3.104804739,0.620960948,50,2016-09-26T00:28:00Z
3,Living Room MAIN,2,Living Room,,,,,,,184.0288803,3.115383233,0.623076647,50,2016-09-26T00:28:30Z
3,Living Room MAIN,2,Living Room,,,,,,,183.3497481,3.12595001,0.625190002,50,2016-09-26T00:29:00Z
3,Living Room MAIN,2,Living Room,,,,,,,186.6702474,3.136504871,0.627300974,50,2016-09-26T00:29:30Z
3,Living Room MAIN,2,Living Room,,,,,,,184.9903723,3.147047613,0.629409523,50,2016-09-26T00:30:00Z
3,Living Room MAIN,2,Living Room,,,,,,,183.3101166,3.157578036,0.631515607,50,2016-09-26T00:30:30Z
3,Living Room MAIN,2,Living Room,,,,,,,182.6294742,3.16809594,0.633619188,50,2016-09-26T00:31:00Z
3,Living Room MAIN,2,Living Room,,,,,,,183.948439,3.178601125,0.635720225,50,2016-09-26T00:31:30Z
3,Living Room MAIN,2,Living Room,,,,,,,184.2670051,3.18909339,0.637818678,50,2016-09-26T00:32:00Z
3,Living Room MAIN,2,Living Room,,,,,,,183.5851662,3.199572535,0.639914507,50,2016-09-26T00:32:30Z
3,Living Room MAIN,2,Living Room,,,,,,,186.9029164,3.210038362,0.642007672,50,2016-09-26T00:33:00Z
3,Living Room MAIN,2,Living Room,,,,,,,189.2202496,3.22049067,0.644098134,50,2016-09-26T00:33:30Z
3,Living Room MAIN,2,Living Room,,,,,,,189.5371597,3.230929262,0.646185852,50,2016-09-26T00:34:00Z
3,Living Room MAIN,2,Living Room,,,,,,,186.8536408,3.241353937,0.648270787,50,2016-09-26T00:34:30Z
3,Living Room MAIN,2,Living Room,,,,,,,190.1696867,3.251764499,0.6503529,50,2016-09-26T00:35:00Z
3,Living Room MAIN,2,Living Room,,,,,,,190.4852916,3.262160748,0.65243215,50,2016-09-26T00:35:30Z
3,Living Room MAIN,2,Living Room,,,,,,,188.8004493,3.272542486,0.654508497,50,2016-09-26T00:36:00Z
3,Living Room MAIN,2,Living Room,,,,,,,188.1151539,3.282909516,0.656581903,50,2016-09-26T00:36:30Z
3,Living Room MAIN,2,Living Room,,,,,,,187.4293994,3.293261641,0.658652328,50,2016-09-26T00:37:00Z
3,Living Room MAIN,2,Living Room,,,,,,,186.7431797,3.303598663,0.660719733,50,2016-09-26T00:37:30Z
3,Living Room MAIN,2,Living Room,,,,,,,187.056489,3.313920386,0.662784077,50,2016-09-26T00:38:00Z
3,Living Room MAIN,2,Living Room,,,,,,,191.3693213,3.324226613,0.664845323,50,2016-09-26T00:38:30Z
3,Living Room MAIN,2,Living Room,,,,,,,189.6816706,3.334517148,0.66690343,50,2016-09-26T00:39:00Z
3,Living Room MAIN,2,Living Room,,,,,,,190.9935309,3.344791795,0.668958359,50,2016-09-26T00:39:30Z
3,Living Room MAIN,2,Living Room,,,,,,,188.3048963,3.355050358,0.671010072,50,2016-09-26T00:40:00Z
3,Living Room MAIN,2,Living Room,,,,,,,188.615761,3.365292643,0.673058529,50,2016-09-26T00:40:30Z
3,Living Room MAIN,2,Living Room,,,,,,,193.9261189,3.375518453,0.675103691,50,2016-09-26T00:41:00Z
3,Living Room MAIN,2,Living Room,,,,,,,190.2359642,3.385727595,0.677145519,50,2016-09-26T00:41:30Z
3,Living Room MAIN,2,Living Room,,,,,,,193.5452909,3.395919874,0.679183975,50,2016-09-26T00:42:00Z
3,Living Room MAIN,2,Living Room,,,,,,,193.8540932,3.406095096,0.681219019,50,2016-09-26T00:42:30Z
3,Living Room MAIN,2,Living Room,,,,,,,195.1623653,3.416253067,0.683250613,50,2016-09-26T00:43:00Z
3,Living Room MAIN,2,Living Room,,,,,,,195.4701011,3.426393594,0.685278719,50,2016-09-26T00:43:30Z
3,Living Room MAIN,2,Living Room,,,,,,,192.7772949,3.436516484,0.687303297,50,2016-09-26T00:44:00Z
3,Living Room MAIN,2,Living Room,,,,,,,192.0839409,3.446621543,0.689324309,50,2016-09-26T00:44:30Z
3,Living Room MAIN,2,Living Room,,,,,,,194.3900331,3.456708581,0.691341716,50,2016-09-26T00:45:00Z
3,Living Room MAIN,2,Living Room,,,,,,,193.6955658,3.466777404,0.693355481,50,2016-09-26T00:45:30Z
3,Living Room MAIN,2,Living Room,,,,,,,193.0005331,3.476827821,0.695365564,50,2016-09-26T00:46:00Z
3,Living Room MAIN,2,Living Room,,,,,,,192.3049292,3.486859641,0.697371928,50,2016-09-26T00:46:30Z
3,Living Room MAIN,2,Living Room,,,,,,,192.6087484,3.496872672,0.699374534,50,2016-09-26T00:47:00Z
3,Living Room MAIN,2,Living Room,,,,,,,193.9119849,3.506866725,0.701373345,50,2016-09-26T00:47:30Z
3,Living Room MAIN,2,Living Room,,,,,,,197.2146328,3.516841608,0.703368322,50,2016-09-26T00:48:00Z
3,Living Room MAIN,2,Living Room,,,,,,,197.5166864,3.526797132,0.705359426,50,2016-09-26T00:48:30Z
3,Living Room MAIN,2,Living Room,,,,,,,194.8181401,3.536733107,0.707346621,50,2016-09-26T00:49:00Z
3,Living Room MAIN,2,Living Room,,,,,,,195.1189879,3.546649344,0.709329869,50,2016-09-26T00:49:30Z
3,Living Room MAIN,2,Living Room,,,,,,,197.4192242,3.556545654,0.711309131,50,2016-09-26T00:50:00Z
3,Living Room MAIN,2,Living Room,,,,,,,196.7188434,3.56642185,0.71328437,50,2016-09-26T00:50:30Z
3,Living Room MAIN,2,Living Room,,,,,,,197.0178396,3.576277742,0.715255548,50,2016-09-26T00:51:00Z
3,Living Room MAIN,2,Living Room,,,,,,,198.3162072,3.586113144,0.717222629,50,2016-09-26T00:51:30Z
3,Living Room MAIN,2,Living Room,,,,,,,197.6139405,3.595927867,0.719185573,50,2016-09-26T00:52:00Z
3,Living Room MAIN,2,Living Room,,,,,,,195.9110338,3.605721726,0.721144345,50,2016-09-26T00:52:30Z
3,Living Room MAIN,2,Living Room,,,,,,,198.2074815,3.615494533,0.723098907,50,2016-09-26T00:53:00Z
3,Living Room MAIN,2,Living Room,,,,,,,200.503278,3.625246103,0.725049221,50,2016-09-26T00:53:30Z
3,Living Room MAIN,2,Living Room,,,,,,,197.7984175,3.634976249,0.72699525,50,2016-09-26T00:54:00Z
3,Living Room MAIN,2,Living Room,,,,,,,199.0928946,3.644684788,0.728936958,50,2016-09-26T00:54:30Z
3,Living Room MAIN,2,Living Room,,,,,,,200.3867035,3.654371533,0.730874307,50,2016-09-26T00:55:00Z
3,Living Room MAIN,2,Living Room,,,,,,,200.6798388,3.664036301,0.73280726,50,2016-09-26T00:55:30Z
3,Living Room MAIN,2,Living Room,,,,,,,202.9722947,3.673678907,0.734735781,50,2016-09-26T00:56:00Z
3,Living Room MAIN,2,Living Room,,,,,,,200.2640658,3.683299168,0.736659834,50,2016-09-26T00:56:30Z
3,Living Room MAIN,2,Living Room,,,,,,,199.5551464,3.692896901,0.73857938,50,2016-09-26T00:57:00Z
3,Living Room MAIN,2,Living Room,,,,,,,199.8455311,3.702471922,0.740494384,50,2016-09-26T00:57:30Z
3,Living Room MAIN,2,Living Room,,,,,,,204.1352144,3.712024051,0.74240481,50,2016-09-26T00:58:00Z
3,Living Room MAIN,2,Living Room,,,,,,,201.4241906,3.721553104,0.744310621,50,2016-09-26T00:58:30Z
3,Living Room MAIN,2,Living Room,,,,,,,204.7124543,3.7310589,0.74621178,50,2016-09-26T00:59:00Z
3,Living Room MAIN,2,Living Room,,,,,,,200,3.740541259,0.748108252,50,2016-09-26T00:59:30Z
3,Living Room MAIN,2,Living Room,,,,,,,200.2868223,3.75,0.75,50,2016-09-26T01:00:00Z
3,Living Room MAIN,2,Living Room,,,,,,,204.5729156,3.759434943,0.751886989,50,2016-09-26T01:00:30Z
3,Living Room MAIN,2,Living Room,,,,,,,203.8582745,3.768845907,0.753769181,50,2016-09-26T01:01:00Z
3,Living Room MAIN,2,Living Room,,,,,,,206.1428937,3.778232715,0.755646543,50,2016-09-26T01:01:30Z
3,Living Room MAIN,2,Living Room,,,,,,,201.4267676,3.787595187,0.757519037,50,2016-09-26T01:02:00Z
3,Living Room MAIN,2,Living Room,,,,,,,205.7098909,3.796933145,0.759386629,50,2016-09-26T01:02:30Z
3,Living Room MAIN,2,Living Room,,,,,,,206.9922582,3.806246412,0.761249282,50,2016-09-26T01:03:00Z
3,Living Room MAIN,2,Living Room,,,,,,,203.2738641,3.815534809,0.763106962,50,2016-09-26T01:03:30Z
3,Living Room MAIN,2,Living Room,,,,,,,205.5547032,3.824798161,0.764959632,50,2016-09-26T01:04:00Z
3,Living Room MAIN,2,Living Room,,,,,,,204.8347702,3.83403629,0.766807258,50,2016-09-26T01:04:30Z
3,Living Room MAIN,2,Living Room,,,,,,,205.1140598,3.843249021,0.768649804,50,2016-09-26T01:05:00Z
3,Living Room MAIN,2,Living Room,,,,,,,204.3925667,3.852436178,0.770487236,50,2016-09-26T01:05:30Z
3,Living Room MAIN,2,Living Room,,,,,,,206.6702854,3.861597588,0.772319518,50,2016-09-26T01:06:00Z
3,Living Room MAIN,2,Living Room,,,,,,,206.9472109,3.870733074,0.774146615,50,2016-09-26T01:06:30Z
3,Living Room MAIN,2,Living Room,,,,,,,209.2233377,3.879842463,0.775968493,50,2016-09-26T01:07:00Z
3,Living Room MAIN,2,Living Room,,,,,,,205.4986607,3.888925583,0.777785117,50,2016-09-26T01:07:30Z
3,Living Room MAIN,2,Living Room,,,,,,,204.7731745,3.897982259,0.779596452,50,2016-09-26T01:08:00Z
3,Living Room MAIN,2,Living Room,,,,,,,210.046874,3.907012319,0.781402464,50,2016-09-26T01:08:30Z
3,Living Room MAIN,2,Living Room,,,,,,,208.319754,3.916015592,0.783203118,50,2016-09-26T01:09:00Z
3,Living Room MAIN,2,Living Room,,,,,,,208.5918092,3.924991906,0.784998381,50,2016-09-26T01:09:30Z
3,Living Room MAIN,2,Living Room,,,,,,,208.8630344,3.933941091,0.786788218,50,2016-09-26T01:10:00Z
3,Living Room MAIN,2,Living Room,,,,,,,208.1334246,3.942862975,0.788572595,50,2016-09-26T01:10:30Z
3,Living Room MAIN,2,Living Room,,,,,,,206.4029746,3.951757389,0.790351478,50,2016-09-26T01:11:00Z
3,Living Room MAIN,2,Living Room,,,,,,,207.6716792,3.960624164,0.792124833,50,2016-09-26T01:11:30Z
3,Living Room MAIN,2,Living Room,,,,,,,210.9395333,3.969463131,0.793892626,50,2016-09-26T01:12:00Z
3,Living Room MAIN,2,Living Room,,,,,,,207.2065318,3.978274121,0.795654824,50,2016-09-26T01:12:30Z
3,Living Room MAIN,2,Living Room,,,,,,,208.4726696,3.987056967,0.797411393,50,2016-09-26T01:13:00Z
3,Living Room MAIN,2,Living Room,,,,,,,209.7379418,3.995811501,0.7991623,50,2016-09-26T01:13:30Z
3,Living Room MAIN,2,Living Room,,,,,,,212.0023431,4.004537558,0.800907512,50,2016-09-26T01:14:00Z
3,Living Room MAIN,2,Living Room,,,,,,,208.2658686,4.01323497,0.802646994,50,2016-09-26T01:14:30Z
3,Living Room MAIN,2,Living Room,,,,,,,208.5285133,4.021903573,0.804380715,50,2016-09-26T01:15:00Z
3,Living Room MAIN,2,Living Room,,,,,,,213.7902721,4.0305432,0.80610864,50,2016-09-26T01:15:30Z
3,Living Room MAIN,2,Living Room,,,,,,,211.0511401,4.039153688,0.807830738,50,2016-09-26T01:16:00Z
3,Living Room MAIN,2,Living Room,,,,,,,214.3111124,4.047734873,0.809546975,50,2016-09-26T01:16:30Z
3,Living Room MAIN,2,Living Room,,,,,,,214.5701839,4.056286592,0.811257318,50,2016-09-26T01:17:00Z
3,Living Room MAIN,2,Living Room,,,,,,,210.8283497,4.06480868,0.812961736,50,2016-09-26T01:17:30Z
3,Living Room MAIN,2,Living Room,,,,,,,215.085605,4.073300978,0.814660196,50,2016-09-26T01:18:00Z
3,Living Room MAIN,2,Living Room,,,,,,,215.3419447,4.081763321,0.816352664,50,2016-09-26T01:18:30Z
3,Living Room MAIN,2,Living Room,,,,,,,211.5973642,4.090195551,0.81803911,50,2016-09-26T01:19:00Z
3,Living Room MAIN,2,Living Room,,,,,,,212.8518583,4.098597505,0.819719501,50,2016-09-26T01:19:30Z
3,Living Room MAIN,2,Living Room,,,,,,,214.1054225,4.106969024,0.821393805,50,2016-09-26T01:20:00Z
3,Living Room MAIN,2,Living Room,,,,,,,216.3580517,4.115309949,0.82306199,50,2016-09-26T01:20:30Z
3,Living Room MAIN,2,Living Room,,,,,,,214.6097412,4.123620121,0.824724024,50,2016-09-26T01:21:00Z
3,Living Room MAIN,2,Living Room,,,,,,,216.8604862,4.131899381,0.826379876,50,2016-09-26T01:21:30Z
3,Living Room MAIN,2,Living Room,,,,,,,216.1102819,4.140147572,0.828029514,50,2016-09-26T01:22:00Z
3,Living Room MAIN,2,Living Room,,,,,,,215.3591237,4.148364538,0.829672908,50,2016-09-26T01:22:30Z
3,Living Room MAIN,2,Living Room,,,,,,,216.6070066,4.156550121,0.831310024,50,2016-09-26T01:23:00Z
3,Living Room MAIN,2,Living Room,,,,,,,213.8539261,4.164704165,0.832940833,50,2016-09-26T01:23:30Z
3,Living Room MAIN,2,Living Room,,,,,,,215.0998774,4.172826516,0.834565303,50,2016-09-26T01:24:00Z
3,Living Room MAIN,2,Living Room,,,,,,,216.3448558,4.180917019,0.836183404,50,2016-09-26T01:24:30Z
3,Living Room MAIN,2,Living Room,,,,,,,218.5888567,4.188975519,0.837795104,50,2016-09-26T01:25:00Z
3,Living Room MAIN,2,Living Room,,,,,,,213.8318754,4.197001864,0.839400373,50,2016-09-26T01:25:30Z
3,Living Room MAIN,2,Living Room,,,,,,,218.0739073,4.2049959,0.84099918,50,2016-09-26T01:26:00Z
3,Living Room MAIN,2,Living Room,,,,,,,219.3149478,4.212957476,0.842591495,50,2016-09-26T01:26:30Z
3,Living Room MAIN,2,Living Room,,,,,,,219.5549922,4.220886439,0.844177288,50,2016-09-26T01:27:00Z
3,Living Room MAIN,2,Living Room,,,,,,,217.7940362,4.228782639,0.845756528,50,2016-09-26T01:27:30Z
3,Living Room MAIN,2,Living Room,,,,,,,215.0320749,4.236645926,0.847329185,50,2016-09-26T01:28:00Z
3,Living Room MAIN,2,Living Room,,,,,,,218.2691041,4.24447615,0.84889523,50,2016-09-26T01:28:30Z
3,Living Room MAIN,2,Living Room,,,,,,,218.5051191,4.252273161,0.850454632,50,2016-09-26T01:29:00Z
3,Living Room MAIN,2,Living Room,,,,,,,215.7401154,4.260036811,0.852007362,50,2016-09-26T01:29:30Z
3,Living Room MAIN,2,Living Room,,,,,,,218.9740885,4.267766953,0.853553391,50,2016-09-26T01:30:00Z
3,Living Room MAIN,2,Living Room,,,,,,,220.2070341,4.275463439,0.855092688,50,2016-09-26T01:30:30Z
3,Living Room MAIN,2,Living Room,,,,,,,219.4389477,4.283126123,0.856625225,50,2016-09-26T01:31:00Z
3,Living Room MAIN,2,Living Room,,,,,,,217.6698248,4.290754859,0.858150972,50,2016-09-26T01:31:30Z
3,Living Room MAIN,2,Living Room,,,,,,,217.8996611,4.298349501,0.8596699,50,2016-09-26T01:32:00Z
3,Living Room MAIN,2,Living Room,,,,,,,222.1284522,4.305909905,0.861181981,50,2016-09-26T01:32:30Z
3,Living Room MAIN,2,Living Room,,,,,,,221.3561937,4.313435928,0.862687186,50,2016-09-26T01:33:00Z
3,Living Room MAIN,2,Living Room,,,,,,,219.5828813,4.320927425,0.864185485,50,2016-09-26T01:33:30Z
3,Living Room MAIN,2,Living Room,,,,,,,219.8085107,4.328384254,0.865676851,50,2016-09-26T01:34:00Z
3,Living Room MAIN,2,Living Room,,,,,,,223.0330776,4.335806274,0.867161255,50,2016-09-26T01:34:30Z
3,Living Room MAIN,2,Living Room,,,,,,,222.2565777,4.343193342,0.868638668,50,2016-09-26T01:35:00Z
3,Living Room MAIN,2,Living Room,,,,,,,220.4790067,4.350545319,0.870109064,50,2016-09-26T01:35:30Z
3,Living Room MAIN,2,Living Room,,,,,,,223.7003605,4.357862064,0.871572413,50,2016-09-26T01:36:00Z
3,Living Room MAIN,2,Living Room,,,,,,,218.9206348,4.365143438,0.873028688,50,2016-09-26T01:36:30Z
3,Living Room MAIN,2,Living Room,,,,,,,222.1398254,4.372389302,0.87447786,50,2016-09-26T01:37:00Z
3,Living Room MAIN,2,Living Room,,,,,,,224.3579281,4.379599519,0.875919904,50,2016-09-26T01:37:30Z
3,Living Room MAIN,2,Living Room,,,,,,,224.5749388,4.386773951,0.87735479,50,2016-09-26T01:38:00Z
3,Living Room MAIN,2,Living Room,,,,,,,224.7908534,4.393912461,0.878782492,50,2016-09-26T01:38:30Z
3,Living Room MAIN,2,Living Room,,,,,,,224.0056677,4.401014914,0.880202983,50,2016-09-26T01:39:00Z
3,Living Room MAIN,2,Living Room,,,,,,,221.2193777,4.408081174,0.881616235,50,2016-09-26T01:39:30Z
3,Living Room MAIN,2,Living Room,,,,,,,223.4319792,4.415111108,0.883022222,50,2016-09-26T01:40:00Z
3,Living Room MAIN,2,Living Room,,,,,,,220.6434683,4.42210458,0.884420916,50,2016-09-26T01:40:30Z
3,Living Room MAIN,2,Living Room,,,,,,,222.853841,4.429061458,0.885812292,50,2016-09-26T01:41:00Z
3,Living Room MAIN,2,Living Room,,,,,,,226.0630931,4.43598161,0.887196322,50,2016-09-26T01:41:30Z
3,Living Room MAIN,2,Living Room,,,,,,,222.2712207,4.442864904,0.888572981,50,2016-09-26T01:42:00Z
3,Living Room MAIN,2,Living Room,,,,,,,226.4782199,4.449711208,0.889942242,50,2016-09-26T01:42:30Z
3,Living Room MAIN,2,Living Room,,,,,,,222.6840867,4.456520392,0.891304078,50,2016-09-26T01:43:00Z
3,Living Room MAIN,2,Living Room,,,,,,,221.8888173,4.463292327,0.892658465,50,2016-09-26T01:43:30Z
3,Living Room MAIN,2,Living Room,,,,,,,224.0924076,4.470026884,0.894005377,50,2016-09-26T01:44:00Z
3,Living Room MAIN,2,Living Room,,,,,,,225.2948539,4.476723934,0.895344787,50,2016-09-26T01:44:30Z
3,Living Room MAIN,2,Living Room,,,,,,,226.4961522,4.483383351,0.89667667,50,2016-09-26T01:45:00Z
3,Living Room MAIN,2,Living Room,,,,,,,222.6962988,4.490005006,0.898001001,50,2016-09-26T01:45:30Z
3,Living Room MAIN,2,Living Room,,,,,,,223.8952898,4.496588775,0.899317755,50,2016-09-26T01:46:00Z
3,Living Room MAIN,2,Living Room,,,,,,,226.0931214,4.503134532,0.900626906,50,2016-09-26T01:46:30Z
3,Living Room MAIN,2,Living Room,,,,,,,224.2897899,4.509642152,0.90192843,50,2016-09-26T01:47:00Z
3,Living Room MAIN,2,Living Room,,,,,,,226.4852916,4.516111511,0.903222302,50,2016-09-26T01:47:30Z
3,Living Room MAIN,2,Living Room,,,,,,,228.6796226,4.522542486,0.904508497,50,2016-09-26T01:48:00Z
3,Living Room MAIN,2,Living Room,,,,,,,224.8727794,4.528934955,0.905786991,50,2016-09-26T01:48:30Z
3,Living Room MAIN,2,Living Room,,,,,,,224.0647582,4.535288796,0.907057759,50,2016-09-26T01:49:00Z
3,Living Room MAIN,2,Living Room,,,,,,,226.2555554,4.541603888,0.908320778,50,2016-09-26T01:49:30Z
3,Living Room MAIN,2,Living Room,,,,,,,224.4451673,4.547880111,0.909576022,50,2016-09-26T01:50:00Z
3,Living Room MAIN,2,Living Room,,,,,,,225.6335903,4.554117345,0.910823469,50,2016-09-26T01:50:30Z
3,Living Room MAIN,2,Living Room,,,,,,,224.8208209,4.560315472,0.912063094,50,2016-09-26T01:51:00Z
3,Living Room MAIN,2,Living Room,,,,,,,225.0068555,4.566474373,0.913294875,50,2016-09-26T01:51:30Z
3,Living Room MAIN,2,Living Room,,,,,,,229.1916905,4.572593931,0.914518786,50,2016-09-26T01:52:00Z
3,Living Room MAIN,2,Living Room,,,,,,,230.3753225,4.578674031,0.915734806,50,2016-09-26T01:52:30Z
3,Living Room MAIN,2,Living Room,,,,,,,229.5577478,4.584714555,0.916942911,50,2016-09-26T01:53:00Z
3,Living Room MAIN,2,Living Room,,,,,,,225.7389632,4.59071539,0.918143078,50,2016-09-26T01:53:30Z
3,Living Room MAIN,2,Living Room,,,,,,,227.918965,4.59667642,0.919335284,50,2016-09-26T01:54:00Z
3,Living Room MAIN,2,Living Room,,,,,,,229.0977499,4.602597532,0.920519506,50,2016-09-26T01:54:30Z
3,Living Room MAIN,2,Living Room,,,,,,,226.2753144,4.608478615,0.921695723,50,2016-09-26T01:55:00Z
3,Living Room MAIN,2,Living Room,,,,,,,227.4516553,4.614319554,0.922863911,50,2016-09-26T01:55:30Z
3,Living Room MAIN,2,Living Room,,,,,,,230.6267691,4.62012024,0.924024048,50,2016-09-26T01:56:00Z
3,Living Room MAIN,2,Living Room,,,,,,,229.8006525,4.625880562,0.925176112,50,2016-09-26T01:56:30Z
3,Living Room MAIN,2,Living Room,,,,,,,227.9733022,4.631600411,0.926320082,50,2016-09-26T01:57:00Z
